aphasic speech, correct sentence
inquiring about software licenses,you can inquire about the software licenses used by the company
monitoring network traffic,we will monitor network traffic to identify potential issues
submitting a bug report,i will submit a bug report for a software issue i encountered
asking about the companys vision,you can ask about the companys vision and longterm goals
configuring network devices,we will configure network devices for optimal performance
requesting a performance review,i will request a performance review from my supervisor
inquiring about employee retention,you can inquire about the companys employee retention strategies
developing new software features,we will develop new software features to meet customer needs
reporting an equipment malfunction,i will report an equipment malfunction to the maintenance team
asking about workplace safety,you can ask about workplace safety policies and procedures
conducting system maintenance,we will conduct regular system maintenance to prevent issues
requesting a project extension,i will request a project extension if more time is needed
inquiring about industry trends,you can inquire about current industry trends and innovations
troubleshooting hardware issues,we will troubleshoot hardware issues to keep systems running smoothly
requesting a taxi,i will request a taxi to pick me up at my location
ordering pizza over the phone,you can order a pizza over the phone for delivery
asking about food delivery options,we will ask about the available food delivery options in our area
requesting a taxi to the airport,i will request a taxi to take me to the airport
inquiring about restaurant specials,you can inquire about the daily specials when ordering food
placing a phone order for pickup,we will place a phone order for pickup at our favorite restaurant
asking about taxi fares,i will ask about the taxi fare from my location to my destination
providing delivery instructions,you can provide special delivery instructions for your food order
confirming a phone order,we will confirm the details of our phone order before hanging up
requesting a taxi with specific features,i will request a taxi with specific features like a child seat
asking about food allergens,you can ask about food allergens when placing a phone order
scheduling a taxi for a later time,we will schedule a taxi to pick us up at a specific time
providing a destination address,i will provide the destination address when ordering a taxi
inquiring about food preparation time,you can inquire about the estimated food preparation time
requesting a specific driver,we will request a specific taxi driver if we have a preference
confirming a taxi reservation,i will confirm my taxi reservation before the scheduled pickup time
asking about menu options,you can ask about menu options when ordering food over the phone
arranging shared taxi transportation,we will arrange shared taxi transportation to reduce costs
requesting a receipt for a taxi ride,i will request a receipt for my taxi ride for reimbursement purposes
providing payment information,you can provide payment information when ordering food by phone
estimating taxi arrival time,we will estimate the taxis arrival time based on current traffic
asking for recommendations,i will ask for food recommendations when placing a phone order
inquiring about taxi availability,you can inquire about taxi availability during busy times
requesting a food delivery status update,we will request a status update on our food delivery
providing feedback on a taxi ride,i will provide feedback on my taxi ride to the driver or company
asking about portion sizes,you can ask about portion sizes when ordering food over the phone
cancelling a taxi reservation,we will cancel our taxi reservation if our plans change
requesting a specific food customization,i will request a specific customization for my food order
inquiring about taxi company policies,you can inquire about taxi company policies like pet policies
tracking a food order,we will track our food order using the provided tracking information
updating a taxi reservation,i will update my taxi reservation if my pickup time changes
asking about promotional offers,you can ask about promotional offers when ordering food by phone
requesting a taxi with wheelchair access,we will request a taxi with wheelchair access for accessibility needs
providing delivery feedback,i will provide feedback on my food delivery experience
requesting assistance with a software issue,i will request assistance with a software issue i am experiencing
inquiring about hardware troubleshooting,you can inquire about hardware troubleshooting steps for your device
asking for help with network connectivity,we will ask for help with our network connectivity issues
reporting a bug in an application,i will report a bug in the application i am using
requesting support for a mobile device,you can request support for your mobile device if you encounter issues
asking about warranty information,we will ask about warranty information for our hardware
requesting a technician visit,i will request a technician visit to address my technical issue
inquiring about software updates,you can inquire about available software updates for your system
asking for help with a printer issue,we will ask for help with our printer issue to get it resolved
reporting a cybersecurity incident,i will report a cybersecurity incident to the appropriate department
requesting help with a password reset,you can request help with resetting your password if you are locked out
inquiring about system requirements,we will inquire about the system requirements for a specific software
requesting assistance with data recovery,i will request assistance with recovering my lost data
asking about compatible accessories,you can ask about compatible accessories for your device
requesting help with email setup,we will request help with setting up our email accounts
reporting a service outage,i will report a service outage to the service provider
inquiring about account management,you can inquire about managing your account with the company
requesting support for a subscription issue,we will request support for an issue with our subscription
asking for a software tutorial,i will ask for a software tutorial to better understand its features
inquiring about device replacement options,you can inquire about device replacement options if your device is faulty
requesting assistance with file transfer,we will request assistance with transferring files between devices
reporting a technical problem,i will report a technical problem i am experiencing to the support team
inquiring about device repair,you can inquire about device repair services offered by the company
asking for help with software installation,we will ask for help with installing new software on our systems
requesting remote support,i will request remote support to resolve my technical issue
inquiring about account security,you can inquire about the security measures in place for your account
requesting assistance with device setup,we will request assistance with setting up a new device
reporting a broken hardware component,i will report a broken hardware component to the manufacturer
inquiring about online resources,you can inquire about online resources for troubleshooting and support
requesting help with a billing issue,we will request help with a billing issue on our account
providing feedback on technical support,i will provide feedback on the technical support i received
requesting directions to a location,i will request directions to a specific location from someone nearby
asking for help with a flat tire,you can ask for help with changing a flat tire from a passerby
inquiring about public transport,we will inquire about public transport options in the area
requesting assistance with a heavy item,i will request assistance with carrying a heavy item from someone
asking for help finding a lost item,you can ask for help finding a lost item in a public place
inquiring about local attractions,we will inquire about local attractions and points of interest
requesting help with a parking meter,i will request help with using a parking meter from a nearby person
asking for a restaurant recommendation,you can ask someone for a restaurant recommendation in the area
inquiring about nearby shops,we will inquire about nearby shops and stores in the vicinity
requesting help with a public phone,i will request help with using a public phone from someone nearby
asking for assistance in a medical emergency,you can ask for assistance in a medical emergency in a public place
inquiring about event schedules,we will inquire about event schedules at a public venue
requesting help with navigation,i will request help with navigation from someone familiar with the area
asking for advice on local services,you can ask for advice on local services like dry cleaners or pharmacies
inquiring about wifi availability,we will inquire about wifi availability in a public place
requesting help with a vending machine,i will request help with a vending machine from someone nearby
asking for help with public transportation tickets,you can ask for help with purchasing public transportation tickets
inquiring about restroom locations,we will inquire about the locations of restrooms in a public place
requesting assistance with a locked door,i will request assistance with unlocking a door in a public building
asking for help with a broken escalator,you can ask for help with reporting a broken escalator at a station
inquiring about parking restrictions,we will inquire about parking restrictions in the area
requesting assistance with a stroller,i will request assistance with maneuvering a stroller in a public place
asking for help finding a specific store,you can ask for help finding a specific store in a shopping center
inquiring about lost and found,we will inquire about lost and found procedures at a public venue
requesting help with a spilled drink,i will request help with cleaning up a spilled drink in a public area
asking for information about a public event,you can ask for information about a public event happening nearby
inquiring about accessibility features,we will inquire about accessibility features at a public location
discussing dinner plans,we will discuss dinner plans with our family at home
sharing weekend activities,i will share my weekend activities with my coworkers at the workplace
asking about a coworkers vacation,you can ask your coworker about their recent vacation
discussing a childs school performance,we will discuss our childs school performance with the family
talking about a new project at work,i will talk about a new project at work with my colleagues
asking about a family members health,you can ask about a family members health during a conversation at home
discussing a teambuilding activity,we will discuss a teambuilding activity with our coworkers
talking about a recent movie,i will talk about a recent movie i watched with my family
asking for help with a task at work,you can ask for help with a task at work from your coworkers
discussing upcoming holidays,we will discuss upcoming holidays with our family at home
sharing a funny story at work,i will share a funny story with my colleagues during a break
asking for advice about a personal issue,you can ask for advice about a personal issue from a family member
discussing office policies,we will discuss office policies with our coworkers at the workplace
talking about a home renovation project,i will talk about a home renovation project with my family
asking about a colleagues new baby,you can ask your colleague about their new baby at work
discussing a tv show with family,we will discuss a tv show with our family during leisure time
talking about a workplace achievement,i will talk about a workplace achievement with my coworkers
asking for help with a household chore,you can ask for help with a household chore from a family member
discussing a workrelated conference,we will discuss a workrelated conference with our coworkers
talking about a family vacation,i will talk about a family vacation with my family members at home
asking for a coworkers opinion,you can ask for your coworkers opinion on a workrelated matter
discussing a birthday party,we will discuss a birthday party with our family at home
talking about a new exercise routine,i will talk about a new exercise routine with my colleagues at work
asking for help with a computer problem,you can ask for help with a computer problem from a family member
discussing a recent news event,we will discuss a recent news event with our coworkers at the workplace
talking about a school project,i will talk about a school project with my friends during break time
sharing a funny story at work,i will share a funny story with my coworkers during lunch
discussing weekend plans with friends,we will discuss our weekend plans with friends after school
asking a coworker about their new car,you can ask your coworker about their new car during a break
talking about the latest video game,i will talk about the latest video game with my friends at school
discussing a challenging task at work,we will discuss a challenging task at work with our colleagues
asking a friend for advice on a personal issue,you can ask your friend for advice on a personal issue at school
sharing a recent accomplishment at work,i will share a recent accomplishment with my coworkers during a meeting
discussing an upcoming school event,we will discuss an upcoming school event with our friends during lunch
asking a coworker about their weekend,you can ask your coworker about their weekend during a coffee break
talking about a new movie with friends,i will talk about a new movie with my friends at school
discussing new workplace policies,we will discuss new workplace policies with our coworkers during a meeting
asking a friend about their recent trip,you can ask your friend about their recent trip during break time
sharing a personal success at work,i will share a personal success with my colleagues at the workplace
discussing a class assignment with friends,we will discuss a class assignment with our friends at school
asking a coworker for help with a project,you can ask your coworker for help with a project during work hours
talking about a favorite tv show with friends,i will talk about my favorite tv show with my friends at school
discussing a workrelated seminar,we will discuss a workrelated seminar with our coworkers
asking a friend for help with homework,you can ask your friend for help with homework after school
sharing a workplace achievement,i will share a workplace achievement with my colleagues during a meeting
discussing upcoming exams with friends,we will discuss upcoming exams with our friends at school
asking a coworker about their favorite lunch spot,you can ask your coworker about their favorite lunch spot during a break
talking about a sports event with friends,i will talk about a sports event with my friends at school
discussing a teambuilding activity at work,we will discuss a teambuilding activity with our colleagues at work
asking a friend for a book recommendation,you can ask your friend for a book recommendation during lunch
sharing a challenging experience at work,i will share a challenging experience with my coworkers at the workplace
discussing a school club with friends,we will discuss a school club with our friends during break time
asking a coworker for advice on a work issue,you can ask your coworker for advice on a work issue during a coffee break
talking about new restaurant,i will talk about the new restaurant with my friends during our break
sharing a recent travel experience,i will share my recent travel experience with my coworkers at lunch
discussing a new book with friends,we will discuss a new book with our friends after work
asking a coworker about their favorite movie,you can ask your coworker about their favorite movie during break time
talking about a favorite hobby,i will talk about my favorite hobby with my friends at the park
discussing a new recipe at work,we will discuss a new recipe with our coworkers during lunchtime
asking a friend for a movie recommendation,you can ask your friend for a movie recommendation during a chat
sharing a recent funny video,i will share a recent funny video with my friends during break time
discussing a local event with friends,we will discuss a local event with our friends after school
asking a coworker about their vacation,you can ask your coworker about their vacation during coffee break
talking about a new exercise routine,i will talk about my new exercise routine with my friends at the gym
discussing a recent news story at work,we will discuss a recent news story with our coworkers during lunch
asking a friend for a restaurant suggestion,you can ask your friend for a restaurant suggestion after work
sharing an interesting article,i will share an interesting article with my coworkers during a break
discussing a new tv series with friends,we will discuss a new tv series with our friends during a gettogether
asking a coworker for a podcast recommendation,you can ask your coworker for a podcast recommendation during break time
talking about a recent concert,i will talk about a recent concert with my friends after work
discussing a new project at work,we will discuss a new project with our colleagues during a team meeting
asking a friend for advice on a purchase,you can ask your friend for advice on a purchase during a chat
sharing a new music discovery,i will share a new music discovery with my friends during break time
discussing a local sports teams victory,we will discuss our local sports teams victory with friends after school
asking a coworker for a book suggestion,you can ask your coworker for a book suggestion during coffee break
talking about a weekend outing,i will talk about my weekend outing with my friends at the coffee shop
discussing a workrelated training session,we will discuss a workrelated training session with our colleagues
asking a friend for a workout routine idea,you can ask your friend for a workout routine idea during a chat
sharing a fun weekend activity,i will share a fun weekend activity with my coworkers during lunchtime
discussing a challenging puzzle with friends,we will discuss a challenging puzzle with our friends during a game night
asking a coworker for a travel destination tip,you can ask your coworker for a travel destination tip during break time
talking about a recent art exhibit,i will talk about a recent art exhibit with my friends after work
making grocery list,i will make a grocery list before going to the store
cleaning house,i will clean the house before my guests arrive
preparing breakfast,i will prepare breakfast for my family before they wake up
walking the dog,i will walk the dog after dinner
checking mail,i will check the mail once i get home from work
going to work,i will go to work after dropping the kids at school
paying bills,i will pay the bills online this evening
cooking dinner,i will cook dinner after finishing my workout
washing the car,i will wash the car on saturday morning
going to the gym,i will go to the gym after work to exercise
grocery shopping,i will do grocery shopping on sunday morning
laundry,i will do the laundry after dinner
recycling,i will take the recycling out on tuesdays
taking out the trash,i will take out the trash every thursday night
watering plants,i will water the plants every other day
meeting friends,i will meet my friends for coffee on saturday afternoon
running errands,i will run errands after work on friday
picking up kids from school,i will pick up my kids from school before going to my appointment
going to doctors appointment,i will go to my doctors appointment next wednesday
filling gas in the car,i will fill up the gas in my car on the way to work
taking a break,i will take a break for 15 minutes after finishing this task
watching a movie,i will watch a movie with my family on friday night
reading a book,i will read a book before going to bed
attending a meeting,i will attend the meeting at 10 am in the conference room
making dinner reservations,i will make dinner reservations for our anniversary
planning a vacation,i will plan our family vacation for this summer
calling a friend,i will call my friend to catch up during lunch break
scheduling appointments,i will schedule appointments for next month
organizing the closet,i will organize the closet this weekend
going for a walk,i will go for a walk after dinner to get some fresh air
visiting family,i will visit my family during the holidays
preparing lunch,i will prepare lunch for my kids before they go to school
shopping for clothes,i will go shopping for new clothes on saturday afternoon
going to the bank,i will go to the bank during my lunch break
dropping off packages,i will drop off packages at the post office after work
going to the dentist,i will go to the dentist for a checkup next month
changing bed linens,i will change the bed linens on sunday morning
washing dishes,i will wash the dishes after dinner
preparing a presentation,i will prepare a presentation for the upcoming meeting
makng grocr,i will make a grocery list before going to the store
clean hse,i will clean the house before my guests arrive
breakast preparng,i will prepare breakfast for my family before they wake up
walkng dog,i will walk the dog after dinner
grocery listing,i will make a grocery list before going to the store
house clean,i will clean the house before my guests arrive
prepare for breakfast,i will prepare breakfast for my family before they wake up
dog for walk,i will walk the dog after dinner
check of mail,i will check the mail once i get home from work
going work,i will go to work after dropping the kids at school
bills for payment,i will pay the bills online this evening
cooking of dinner,i will cook dinner after finishing my workout
car washing,i will wash the car on saturday morning
gym to go,i will go to the gym after work to exercise
shopping grocery,i will do grocery shopping on sunday morning
doing the laundry,i will do the laundry after dinner
recycling take out,i will take the recycling out on tuesdays
trash taking out,i will take out the trash every thursday night
plants to water,i will water the plants every other day
friends meet for,i will meet my friends for coffee on saturday afternoon
errands run after work,i will run errands after work on friday
picking kids school,i will pick up my kids from school before going to my appointment
doctor appointment go,i will go to my doctors appointment next wednesday
filling gas car,i will fill up the gas in my car on the way to work
taking a break from,i will take a break for 15 minutes after finishing this task
watching movie with family,i will watch a movie with my family on friday night
reading before bed book,i will read a book before going to bed
meeting attend at,i will attend the meeting at 10 am in the conference room
reservations for dinner,i will make dinner reservations for our anniversary
vacation planning family,i will plan our family vacation for this summer
calling friend for catch up,i will call my friend to catch up during lunch break
schedule appointments next month,i will schedule appointments for next month
closet organization weekend,i will organize the closet this weekend
walk after dinner go for,i will go for a walk after dinner to get some fresh air
visiting family holidays,i will visit my family during the holidays
preparing lunch kids,i will prepare lunch for my kids before they go to school
clothes shopping saturday,i will go shopping for new clothes on saturday afternoon
going bank lunch break,i will go to the bank during my lunch break
dropping off post office packages,i will drop off packages at the post office after work
dentist check up next month,i will go to the dentist for a checkup next month
changing linens bed,i will change the bed linens on sunday morning
washing dishes after dinner,i will wash the dishes after dinner
me hungry,i am feeling hungry
car no go,my car wont start
help me,can you assist me
where bathroom,can you tell me where the bathroom is
need help computer,i am having trouble with my computer can you help me
you doctor,are you a doctor
where bus stop,excuse me could you tell me where the bus stop is
me no understand,i dont understand could you explain that again
me tired,i am feeling tired
me no remember,i can not remember could you remind me
work hard,i have been working hard
me lost,i am lost could you give me directions
want eat,i would like to eat something
where library,do you know where the library is located
me no feel good,i am not feeling well
you have time,do you have a moment to chat
me forget name,i am sorry i forgot your name
me need rest,i need to rest
where post office,can you tell me where the post office is
me want water,i would like a glass of water
me need medicine,i require some medicine
what time now,could you tell me the time
me want sleep,i need to get some sleep
you understand me,do you understand what i am saying
where train station,excuse me where is the train station
me no hear well,i am sorry i didnt catch that
me hungry want food,i am feeling hungry and would like something to eat
what this,what is this
me want go home,i would like to go home now
where grocery store,can you tell me where the grocery store is
me no see well,i have trouble seeing clearly
what you do,what do you do for a living
where hospital,could you direct me to the nearest hospital
me no like this,i dont like this
me need help,i require assistance
where nearest restroom,could you tell me where the nearest restroom is
me happy,i am feeling happy
where is my phone,can you help me locate my phone
me no smell well,i am having trouble smelling properly
what is your name,could you tell me your name
where is my bag,excuse me have you seen my bag
me cold,i am feeling cold
where is the nearest atm,do you know where the closest atm is located
me want talk,i would like to have a conversation
me no taste well,my sense of taste isnt functioning properly
where is the library,can you direct me to the library
me happy to see you,i am happy to see you
me no speak english,i am sorry i dont speak english very well
where is the nearest gas station,could you tell me where the closest gas station is
me want watch tv,i would like to watch tv
me no walk well,i have difficulty walking
where is the nearest restaurant,can you tell me where the closest restaurant is
me go grocery store buy bread milk,i am going to the grocery store to buy bread and milk
work good,my work is going well
today me watch movie,today i plan to watch a movie
want eat pizza,i feel like having pizza
me tired me rest,i am feeling tired and need to rest
me no understand,i do not understand
me go to bed early,i am planning to go to bed early
me hungry me eat,i am feeling hungry and need to eat
work difficult,my work is challenging
me need help,i require assistance
me like walk,i enjoy taking walks
me forget things,i tend to forget things
me want to learn,i am interested in learning
me happy today,i am feeling happy today
me no feel good,i am not feeling well
me take medicine,i need to take my medication
me go to doctor,i have an appointment with the doctor
me cook dinner,i am going to prepare dinner
me feel cold,i am feeling cold
me hot outside,it is hot outside
me wait for friend,i am waiting for my friend
me love music,i am passionate about music
me want to read book,i feel like reading a book
me need rest,i need to take some rest
me want to write letter,i would like to write a letter
me feel anxious,i am feeling anxious
me want to exercise,i am planning to exercise
me need to take shower,i need to take a shower
me want to call friend,i would like to call my friend
me need to clean house,i have to clean the house
me want to take vacation,i am interested in taking a vacation
me happy with job,i am satisfied with my job
me no like vegetables,i do not like vegetables
me need to pay bills,i have to pay the bills
me want to go for walk,i would like to go for a walk
me want to learn new things,i am interested in learning new things
me no understand directions,i am having trouble understanding the directions
me want to buy new shoes,i am planning to buy new shoes
me have headache,i have a headache
me no like spicy food,i do not prefer spicy food
me want to go to gym,i am interested in going to the gym
me need to fix car,i have to fix my car
me like to watch tv,i enjoy watching tv
me want to learn new language,i am interested in learning a new language
me like to swim,i enjoy swimming
me want to listen to music,i would like to listen to music
me need to take dog for walk,i have to take my dog for a walk
me like to cook,i enjoy cooking
i want to go home now,i would like to go home now
me hungry,i am feeling hungry
that one good,that one looks good
me like it,i like it
you help me please,can you please help me
me no remember,i cannot remember
you come with me,would you like to come with me
me need go bathroom,i need to go to the bathroom
me go now,i am going now
that not right,that is not correct
me not understand,i do not understand
me want drink,i would like something to drink
me tired,i am feeling tired
me no want,i do not want
me need help,i need some help
me scared,i am feeling scared
you talk too fast,could you please slow down
me like that,i like that
me forget,i forgot
me no like,i do not like
me need rest,i need to rest
me no know,i do not know
you understand me,do you understand me
me happy,i am feeling happy
me no see,i cannot see
you have phone,do you have a phone
me no hear,i cannot hear
me need food,i need some food
you come back,will you come back
me want to sleep,i would like to sleep
me no feel good,i am not feeling well
you help me please,can you please help me
me no understand what you say,i do not understand what you are saying
me no remember names,i cannot remember names
you speak slowly please,could you please speak slowly
me no speak english,i do not speak english
me need go,i need to go
you go with me,would you like to go with me
me want water,i would like some water
you go now,are you leaving now
me no like noise,i do not like noise
me no feel well,i am not feeling well
you help me with this,can you help me with this
me need doctor,i need to see a doctor
me no see well,i cannot see well
me no remember what happened,i cannot remember what happened
you wait for me,will you wait for me
me need to rest,i need to rest
me no want to go,i do not want to go
you show me please,could you please show me
me no understand you,i do not understand what you are saying
you repeat please,can you please repeat
me no hear well,i cannot hear well
me forget names lately,i have been having trouble remembering names recently
where i put keys i forget,i have been misplacing my keys a lot lately
me go to store forget what to buy,i often forget what to buy when i go to the store
me no remember what day it is,i am having trouble remembering what day it is
me get lost in the house sometimes,sometimes i get lost in my own house
me have trouble with numbers,i am having difficulty with numbers
me no remember to take medicine today,i forgot to take my medicine today
me not understand what you say,i am having trouble understanding what youre saying
me no know what to do,i am not sure what to do
me forget where me park car,i forgot where i parked my car
me have trouble following directions,i am having difficulty following directions
me no remember what i did yesterday,i can not remember what i did yesterday
me sometimes forget my own name,sometimes i forget my own name
me have difficulty with speaking,i am having difficulty speaking
me not remember where me live,i can not remember where i live
me no remember what me ate for breakfast,i can not remember what i ate for breakfast
me forget important dates sometimes,sometimes i forget important dates
me have trouble with reading,i am having difficulty with reading
me lose track of time,i am losing track of time
me no remember phone numbers,i can not remember phone numbers
me have trouble with directions,i am having difficulty with directions
me forget to pay bills sometimes,sometimes i forget to pay my bills
me have trouble with memory,i am having difficulty with my memory
me forget where me put things,i forget where i put things
me have trouble with word finding,i am having difficulty finding the right words
me get confused easily,i am getting confused easily
me no remember what day it was yesterday,i can not remember what day it was yesterday
me have trouble with spelling,i am having difficulty with spelling
me have trouble with comprehension,i am having difficulty with comprehension
me forget appointments sometimes,sometimes i forget appointments
me have trouble with concentration,i am having difficulty with concentration
me have trouble with decisionmaking,i am having difficulty with decisionmaking
me forget things easily,i am forgetting things easily
me have trouble with organization,i am having difficulty with organization
me no remember how to do things,i can not remember how to do things
me have trouble with orientation,i am having difficulty with orientation
me have trouble with math,i am having difficulty with math
me forget where things are,i forget where things are
me not remember where i park car,i am having trouble remembering where i parked my car
me not know where to go,i am not sure where to go
me forget to take medicine,i have been forgetting to take my medication
me get lost easily,i tend to get lost easily
me no understand what you say,i am having difficulty understanding what you are saying
me have hard time finding words,i have been struggling to find the right words lately
me forget appointment time,i forgot the time of my appointment
me no remember how to use phone,i am having trouble remembering how to use my phone
me forget what i was doing,i forgot what i was doing earlier
me no remember what to buy at store,i forgot what i needed to buy at the store
me get confused easily,i tend to get confused easily
me have trouble following directions,i am having difficulty following directions
me forget to turn off stove,i forgot to turn off the stove
me no remember where things are,i am having trouble remembering where things are
me can not find way back home,i am lost and can not find my way back home
me have trouble reading and writing,i am struggling with reading and writing lately
me forget to pay bills,i forgot to pay my bills on time
me no remember peoples names,i am having trouble remembering peoples names
me have trouble with balance,i am having difficulty maintaining my balance
me forget to lock door,i forgot to lock the door before leaving
me no remember how to get to places,i am having trouble remembering how to get to certain places
me get lost in familiar places,i tend to get lost even in familiar places
me forget to take out trash,i forgot to take out the trash
me no understand instructions,i am having difficulty understanding instructions
me forget to close windows,i forgot to close the windows before leaving
me have trouble making decisions,i am struggling with making decisions lately
me forget to charge phone,i forgot to charge my phone last night
me no remember events from yesterday,i am having trouble remembering events from yesterday
me have trouble expressing myself,i am having difficulty expressing myself lately
me forget to water plants,i forgot to water the plants today
me no remember how to use appliances,i am having trouble remembering how to use certain appliances
me have trouble with technology,i am struggling with technology lately
me forget what day it is,i forgot what day it is today
me no remember how to use tv remote,i am having trouble remembering how to use the tv remote
me have trouble with time management,i am having difficulty managing my time lately
me forget to close refrigerator,i forgot to close the refrigerator door
me no remember where things belong,i am having trouble remembering where things belong
me forget to take out laundry,i forgot to take out the laundry from the washing machine
me have trouble with memory,i am having difficulty with my memory lately
me forget to turn off lights,i forgot to turn off the lights before leaving
me no remember how to use computer,i am having trouble remembering how to use my computer
me have trouble with math,i am struggling with math lately
me forget to take umbrella,i forgot to take my umbrella on a rainy day
you help me with phone please,can you assist me with my phone please
we go where for doctor,where do we need to go for the doctors appointment
you see my glasses anywhere,have you seen my glasses anywhere
we need go buy groceries right,do we need to go buy groceries today
you know where my coat,do you happen to know where my coat is
we go to mall after lunch okay,is it okay if we go to the mall after lunch
you come with me to bank yes,would you like to come with me to the bank
we need call plumber right,do we need to call the plumber to fix the leaking faucet
you remember birthday party tonight,do you remember that we have a birthday party to attend tonight
we have appointment with dentist yes,do we have an appointment with the dentist today
you know where car keys are right,do you happen to know where the car keys are
we need to water plants today correct,do we need to water the plants today
you help me with this package please,can you help me with this package please
we meet at restaurant at 7 okay,is it okay if we meet at the restaurant at 7 pm
you know where i put my book,have you seen where i put my book
we watch movie tonight right,do we have plans to watch a movie tonight
you come to dinner with us please,would you like to join us for dinner tonight
we need to pick up medication today yes,do we need to pick up our medication today
you see my phone charger anywhere,have you seen my phone charger anywhere
we have meeting at 2 pm correct,do we have a meeting scheduled for 2 pm
you know where the post office is right,do you know where the nearest post office is located
we take the bus or the train which one,should we take the bus or the train to get there
you remind me to take my medicine okay,can you please remind me to take my medicine at noon
we need to go to the grocery store yes,do we need to go to the grocery store to buy some food
you see my hat anywhere,have you seen my hat anywhere
we walk or take the car which one,would it be better to walk or take the car to the park
you know what time the movie starts right,do you know what time the movie begins
we need to make a reservation for dinner yes,should we make a reservation for dinner tonight
you help me find my glasses please,can you help me locate my glasses please
we have class at 9 am correct,is our class scheduled for 9 am today
you give me this i give you that,if you give me this i will give you that
we go store buy milk,lets go to the store and buy some milk
you see doctor feel better,if you see a doctor you will feel better
we go beach swim in water,lets go to the beach and swim in the water
you go to party have fun,if you go to the party you will have fun
we eat pizza drink soda,lets eat pizza and drink soda
you take medicine get better,if you take the medicine you will get better
we watch movie eat popcorn,lets watch a movie and eat popcorn
you walk dog it happy,if you walk the dog it will be happy
we clean house make it look nice,lets clean the house and make it look nice
you call friend talk about weekend,if you call your friend you can talk about the weekend
we study hard pass exam,if we study hard we will pass the exam
you drive car pick up groceries,if you drive the car you can pick up groceries
we take bus go to museum,lets take the bus and go to the museum
you drink water feel better,if you drink water you will feel better
we play games have fun,lets play games and have fun
you cook dinner family happy,if you cook dinner the family will be happy
we go for walk enjoy nature,lets go for a walk and enjoy nature
you read book learn something new,if you read a book you can learn something new
we go on vacation relax,lets go on vacation and relax
i fink its time to go,i think its time to leave
my feet go shuffa shuffa,i am shuffling my feet
i wan go to da sto,i want to go to the store
can you help me find my phoney boney,can you help me find my phone
i fee baddy waddy today,i am feeling unwell today
i needa peepee wiffle waffle,i need to use the restroom
can we get some foodsie wudsie,can we order some food
i want some ice cweamie,i would like some ice cream
i needa takie talkie wif my friendy wendy,i need to talk to my friend
can you play some songy wongy,can you play some music
i love my doggy woggy,i love my dog
i feezy weezy tyred,i am feeling very tired
can you help me find my eyeglassy wassies,can you help me find my glasses
i want some cheezy weezys,i want some cheese
i need to go potty wotty,i need to use the restroom
i like to dancey wancy,i like to dance
i feel a heady wedy ache,i have a headache
can we watch the telewisiony wisiony,can we watch tv
i need to lay downy wowny,i need to lie down
i want to go homey womey,i want to go home
can we go for a walky talky,can we go for a walk
i love to eaty meaty,i love to eat meat
i feezy wheezy happy,i am feeling happy
i need some watery watory,i need some water
can we play some gamey wamey,can we play a game
i need my sweata weta,i need my sweater
i wan some cawfee woffee,i want some coffee
i feel a tummy wummy ache,i have a stomach ache
can you help me wif my computy wooty,can you help me with my computer
i need to go to da docta wockta,i need to go to the doctor
i want to eat some cooky wookies,i want to eat some cookies
can we go for a drivey wivey,can we go for a drive
i feezy sneezy,i am feeling sneezy
i needa nappy wappy,i need a nap
i want some chicky wicky,i want some chicken
i need some shuteye wuteye,i need to rest
can we read a booky wooky,can we read a book
i wan to talk to my grandkiddy widdy,i want to talk to my grandchild
i feezy chilly willy,i am feeling cold
i need to take my medicy wedy,i need to take my medication
i love my flowery woweries,i love my flowers
can we go to da beachy weachy,can we go to the beach
i wan to eat some fruitie wooties,i want to eat some fruit
i need to go to da banky wanky,i need to go to the bank
i feel a dizzy wizzy,i am feeling dizzy
can you help me find my watchy wotch,can you help me find my watch
i wanna ride the bayke,i want to ride the bike
i like goin to the libry,i like going to the library
i gotta buy some groshrees,i have to buy some groceries
you can give me a rynge,you can give me a ring
we wanna get some pisa,we want to get some pizza
i need to get a glass of wader,i need to get a glass of water
where did you put my fone,where did you put my phone
i wanna see a muvvy,i want to see a movie
we gotta catch the trane,we have to catch the train
you should take a wawk,you should take a walk
i am so hongry i could eat a hors,i am so hungry i could eat a horse
i wanna go for a ride on the rifer,i want to go for a ride on the river
we need to get some gass for the kar,we need to get some gas for the car
i like to play some muzeek,i like to play some music
can you pash me the salt,can you pass me the salt
were gonna take a tryp to the beech,were going to take a trip to the beach
you should get a check up at the doktor,you should get a check up at the doctor
i wanna see the starrs tonite,i want to see the stars tonight
we need to get some cash from the bank,we need to get some cash from the bank
you can use my kompyooter,you can use my computer
i want a hamberger with cheez,i want a hamburger with cheese
we should take a vacayshun soon,we should take a vacation soon
can you help me find my glases,can you help me find my glasses
i wanna take a nap on the soffa,i want to take a nap on the sofa
we need to get some spays for the garden,we need to get some sprays for the garden
you should wear a hat in the son,you should wear a hat in the sun
i wanna get some ice kreem,i want to get some ice cream
we should go for a hik in the mountins,we should go for a hike in the mountains
you can put your coat in the klosit,you can put your coat in the closet
i need a pyn for my lekture,i need a pen for my lecture
we should go to the stadeum to watch a game,we should go to the stadium to watch a game
you should put your seatbelt on in the kar,you should put your seatbelt on in the car
